y,x
9,2.419416942
3,2.419691969
34,2.419966997
10,2.420242024
15,2.420517052
6,2.420792079
7,2.421067107
17,2.421342134
4,2.421617162
3,2.421892189
3,2.422167217
1,2.422442244
2,2.422717272
12,2.422992299
8,2.423267327
5,2.423542354
6,2.423817382
6,2.424092409
38,2.424367437
12,2.424642464
0,2.424917492
6,2.425192519
21,2.425467547
6,2.425742574
19,2.426017602
4,2.426292629
10,2.426567657
3,2.426842684
9,2.427117712
22,2.427392739
11,2.427667767
17,2.427942794
5,2.428217822
17,2.428492849
20,2.428767877
20,2.429042904
6,2.429317932
38,2.429592959
36,2.429867987
11,2.430143014
12,2.430418042
43,2.430693069
21,2.430968097
5,2.431243124
24,2.431518152
1,2.431793179
16,2.432068207
4,2.432343234
1,2.432618262
26,2.432893289
40,2.433168317
8,2.433443344
19,2.433718372
8,2.433993399
44,2.434268427
27,2.434543454
25,2.434818482
10,2.435093509
6,2.435368537
7,2.435643564
10,2.435918592
7,2.436193619
17,2.436468647
6,2.436743674
2,2.437018702
1,2.437293729
23,2.437568757
2,2.437843784
8,2.438118812
2,2.438393839
5,2.438668867
5,2.438943894
7,2.439218922
40,2.439493949
8,2.439768977
2,2.440044004
14,2.440319032
6,2.440594059
8,2.440869087
11,2.441144114
15,2.441419142
15,2.441694169
11,2.441969197
9,2.442244224
20,2.442519252
38,2.442794279
4,2.443069307
8,2.443344334
7,2.443619362
9,2.443894389
0,2.444169417
18,2.444444444
10,2.444719472
12,2.444994499
21,2.445269527
12,2.445544554
4,2.445819582
11,2.446094609
4,2.446369637
43,2.446644664
1,2.446919692
1,2.447194719
3,2.447469747
25,2.447744774
8,2.448019802
8,2.448294829
10,2.448569857
16,2.448844884
2,2.449119912
19,2.449394939
15,2.449669967
7,2.449944994
8,2.450220022
1,2.45049505
21,2.450770077
2,2.451045105
3,2.451320132
4,2.45159516
21,2.451870187
10,2.452145215
18,2.452420242
6,2.45269527
4,2.452970297
2,2.453245325
11,2.453520352
6,2.45379538
2,2.454070407
12,2.454345435
15,2.454620462
15,2.45489549
48,2.455170517
2,2.455445545
2,2.455720572
8,2.4559956
10,2.456270627
3,2.456545655
12,2.456820682
3,2.45709571
24,2.457370737
7,2.457645765
5,2.457920792
1,2.45819582
21,2.458470847
21,2.458745875
8,2.459020902
10,2.45929593
5,2.459570957
4,2.459845985
4,2.460121012
1,2.46039604
12,2.460671067
0,2.460946095
10,2.461221122
11,2.46149615
7,2.461771177
9,2.462046205
29,2.462321232
20,2.46259626
4,2.462871287
0,2.463146315
4,2.463421342
6,2.46369637
15,2.463971397
37,2.464246425
11,2.464521452
23,2.46479648
18,2.465071507
2,2.465346535
4,2.465621562
4,2.46589659
18,2.466171617
4,2.466446645
25,2.466721672
7,2.4669967
7,2.467271727
24,2.467546755
7,2.467821782
21,2.46809681
6,2.468371837
22,2.468646865
27,2.468921892
6,2.46919692
15,2.469471947
18,2.469746975
9,2.470022002
22,2.47029703
25,2.470572057
12,2.470847085
5,2.471122112
10,2.47139714
23,2.471672167
15,2.471947195
5,2.472222222
4,2.47249725
9,2.472772277
6,2.473047305
13,2.473322332
3,2.47359736
6,2.473872387
26,2.474147415
8,2.474422442
11,2.47469747
13,2.474972497
13,2.475247525
15,2.475522552
9,2.47579758
13,2.476072607
26,2.476347635
18,2.476622662
1,2.47689769
2,2.477172717
3,2.477447745
14,2.477722772
14,2.4779978
14,2.478272827
4,2.478547855
14,2.478822882
11,2.47909791
4,2.479372937
7,2.479647965
7,2.479922992
32,2.48019802
8,2.480473047
2,2.480748075
5,2.481023102
4,2.48129813
5,2.481573157
10,2.481848185
7,2.482123212
15,2.48239824
3,2.482673267
17,2.482948295
4,2.483223322
15,2.48349835
1,2.483773377
2,2.484048405
0,2.484323432
4,2.48459846
17,2.484873487
15,2.485148515
20,2.485423542
15,2.48569857
4,2.485973597
3,2.486248625
8,2.486523652
15,2.48679868
8,2.487073707
3,2.487348735
3,2.487623762
8,2.48789879
17,2.488173817
6,2.488448845
9,2.488723872
25,2.4889989
13,2.489273927
10,2.489548955
6,2.489823982
37,2.49009901
17,2.490374037
16,2.490649065
6,2.490924092
16,2.49119912
6,2.491474147
13,2.491749175
1,2.492024202
10,2.49229923
9,2.492574257
19,2.492849285
5,2.493124312
18,2.49339934
7,2.493674367
6,2.493949395
9,2.494224422
23,2.49449945
14,2.494774477
16,2.495049505
5,2.495324532
14,2.49559956
11,2.495874587
5,2.496149615
43,2.496424642
4,2.49669967
12,2.496974697
8,2.497249725
9,2.497524752
6,2.49779978
9,2.498074807
5,2.498349835
13,2.498624862
16,2.49889989
21,2.499174917
14,2.499449945
5,2.499724972
6,2.5
11,2.500275028
14,2.500550055
19,2.500825083
4,2.50110011
23,2.501375138
3,2.501650165
4,2.501925193
5,2.50220022
31,2.502475248
26,2.502750275
21,2.503025303
11,2.50330033
6,2.503575358
8,2.503850385
12,2.504125413
1,2.50440044
3,2.504675468
11,2.504950495
11,2.505225523
16,2.50550055
8,2.505775578
29,2.506050605
23,2.506325633
4,2.50660066
3,2.506875688
7,2.507150715
27,2.507425743
22,2.50770077
25,2.507975798
13,2.508250825
6,2.508525853
13,2.50880088
14,2.509075908
3,2.509350935
11,2.509625963
2,2.50990099
14,2.510176018
4,2.510451045
4,2.510726073
10,2.5110011
7,2.511276128
4,2.511551155
2,2.511826183
15,2.51210121
9,2.512376238
1,2.512651265
5,2.512926293
5,2.51320132
11,2.513476348
8,2.513751375
34,2.514026403
42,2.51430143
8,2.514576458
19,2.514851485
36,2.515126513
24,2.51540154
5,2.515676568
22,2.515951595
13,2.516226623
16,2.51650165
18,2.516776678
3,2.517051705
33,2.517326733
4,2.51760176
2,2.517876788
12,2.518151815
5,2.518426843
2,2.51870187
11,2.518976898
1,2.519251925
9,2.519526953
12,2.51980198
4,2.520077008
11,2.520352035
6,2.520627063
33,2.52090209
8,2.521177118
21,2.521452145
15,2.521727173
16,2.5220022
9,2.522277228
3,2.522552255
9,2.522827283
3,2.52310231
14,2.523377338
18,2.523652365
12,2.523927393
19,2.52420242
4,2.524477448
16,2.524752475
15,2.525027503
17,2.52530253
5,2.525577558
33,2.525852585
8,2.526127613
14,2.52640264
21,2.526677668
29,2.526952695
24,2.527227723
31,2.52750275
17,2.527777778
3,2.528052805
2,2.528327833
17,2.52860286
2,2.528877888
25,2.529152915
30,2.529427943
18,2.52970297
3,2.529977998
23,2.530253025
13,2.530528053
23,2.53080308
3,2.531078108
11,2.531353135
39,2.531628163
3,2.53190319
21,2.532178218
9,2.532453245
9,2.532728273
9,2.5330033
25,2.533278328
16,2.533553355
2,2.533828383
17,2.53410341
15,2.534378438
6,2.534653465
18,2.534928493
6,2.53520352
6,2.535478548
3,2.535753575
12,2.536028603
9,2.53630363
13,2.536578658
48,2.536853685
0,2.537128713
16,2.53740374
7,2.537678768
4,2.537953795
19,2.538228823
6,2.53850385
4,2.538778878
12,2.539053905
35,2.539328933
26,2.53960396
6,2.539878988
2,2.540154015
6,2.540429043
27,2.54070407
11,2.540979098
22,2.541254125
18,2.541529153
17,2.54180418
33,2.542079208
4,2.542354235
2,2.542629263
11,2.54290429
21,2.543179318
25,2.543454345
27,2.543729373
41,2.5440044
38,2.544279428
12,2.544554455
2,2.544829483
7,2.54510451
6,2.545379538
2,2.545654565
13,2.545929593
22,2.54620462
34,2.546479648
5,2.546754675
3,2.547029703
10,2.54730473
17,2.547579758
9,2.547854785
1,2.548129813
4,2.54840484
20,2.548679868
8,2.548954895
34,2.549229923
30,2.54950495
17,2.549779978
6,2.550055006
13,2.550330033
27,2.550605061
2,2.550880088
3,2.551155116
9,2.551430143
23,2.551705171
11,2.551980198
18,2.552255226
24,2.552530253
6,2.552805281
18,2.553080308
3,2.553355336
22,2.553630363
4,2.553905391
9,2.554180418
0,2.554455446
1,2.554730473
18,2.555005501
10,2.555280528
10,2.555555556
7,2.555830583
11,2.556105611
15,2.556380638
15,2.556655666
21,2.556930693
11,2.557205721
7,2.557480748
5,2.557755776
15,2.558030803
17,2.558305831
41,2.558580858
2,2.558855886
5,2.559130913
18,2.559405941
24,2.559680968
15,2.559955996
13,2.560231023
7,2.560506051
6,2.560781078
8,2.561056106
5,2.561331133
43,2.561606161
7,2.561881188
7,2.562156216
7,2.562431243
24,2.562706271
15,2.562981298
34,2.563256326
13,2.563531353
5,2.563806381
2,2.564081408
33,2.564356436
13,2.564631463
12,2.564906491
16,2.565181518
13,2.565456546
7,2.565731573
8,2.566006601
10,2.566281628
14,2.566556656
7,2.566831683
1,2.567106711
10,2.567381738
12,2.567656766
6,2.567931793
18,2.568206821
5,2.568481848
6,2.568756876
7,2.569031903
14,2.569306931
4,2.569581958
24,2.569856986
12,2.570132013
0,2.570407041
3,2.570682068
10,2.570957096
3,2.571232123
14,2.571507151
10,2.571782178
14,2.572057206
38,2.572332233
5,2.572607261
4,2.572882288
2,2.573157316
31,2.573432343
20,2.573707371
36,2.573982398
22,2.574257426
11,2.574532453
12,2.574807481
12,2.575082508
13,2.575357536
21,2.575632563
24,2.575907591
12,2.576182618
7,2.576457646
18,2.576732673
24,2.577007701
14,2.577282728
14,2.577557756
0,2.577832783
7,2.578107811
15,2.578382838
11,2.578657866
7,2.578932893
2,2.579207921
1,2.579482948
22,2.579757976
6,2.580033003
9,2.580308031
7,2.580583058
17,2.580858086
8,2.581133113
14,2.581408141
21,2.581683168
7,2.581958196
48,2.582233223
2,2.582508251
9,2.582783278
7,2.583058306
22,2.583333333
4,2.583608361
6,2.583883388
8,2.584158416
17,2.584433443
6,2.584708471
19,2.584983498
15,2.585258526
20,2.585533553
23,2.585808581
13,2.586083608
41,2.586358636
7,2.586633663
6,2.586908691
5,2.587183718
10,2.587458746
15,2.587733773
5,2.588008801
40,2.588283828
4,2.588558856
7,2.588833883
6,2.589108911
9,2.589383938
18,2.589658966
8,2.589933993
11,2.590209021
10,2.590484048
12,2.590759076
14,2.591034103
10,2.591309131
24,2.591584158
14,2.591859186
4,2.592134213
12,2.592409241
12,2.592684268
11,2.592959296
31,2.593234323
12,2.593509351
10,2.593784378
8,2.594059406
20,2.594334433
10,2.594609461
17,2.594884488
9,2.595159516
12,2.595434543
21,2.595709571
15,2.595984598
3,2.596259626
16,2.596534653
19,2.596809681
15,2.597084708
13,2.597359736
10,2.597634763
14,2.597909791
0,2.598184818
22,2.598459846
34,2.598734873
12,2.599009901
2,2.599284928
11,2.599559956
13,2.599834983
23,2.600110011
5,2.600385039
10,2.600660066
16,2.600935094
29,2.601210121
8,2.601485149
34,2.601760176
7,2.602035204
9,2.602310231
42,2.602585259
2,2.602860286
14,2.603135314
31,2.603410341
12,2.603685369
37,2.603960396
9,2.604235424
14,2.604510451
19,2.604785479
26,2.605060506
36,2.605335534
14,2.605610561
9,2.605885589
4,2.606160616
5,2.606435644
22,2.606710671
11,2.606985699
7,2.607260726
12,2.607535754
33,2.607810781
8,2.608085809
5,2.608360836
29,2.608635864
10,2.608910891
0,2.609185919
30,2.609460946
3,2.609735974
16,2.610011001
13,2.610286029
19,2.610561056
28,2.610836084
11,2.611111111
28,2.611386139
18,2.611661166
18,2.611936194
13,2.612211221
9,2.612486249
31,2.612761276
21,2.613036304
9,2.613311331
31,2.613586359
16,2.613861386
15,2.614136414
22,2.614411441
13,2.614686469
4,2.614961496
18,2.615236524
8,2.615511551
10,2.615786579
18,2.616061606
30,2.616336634
13,2.616611661
34,2.616886689
15,2.617161716
16,2.617436744
4,2.617711771
19,2.617986799
10,2.618261826
15,2.618536854
20,2.618811881
3,2.619086909
21,2.619361936
2,2.619636964
43,2.619911991
6,2.620187019
8,2.620462046
2,2.620737074
22,2.621012101
18,2.621287129
13,2.621562156
2,2.621837184
13,2.622112211
13,2.622387239
15,2.622662266
15,2.622937294
24,2.623212321
16,2.623487349
4,2.623762376
10,2.624037404
4,2.624312431
2,2.624587459
16,2.624862486
11,2.625137514
14,2.625412541
5,2.625687569
31,2.625962596
4,2.626237624
7,2.626512651
11,2.626787679
28,2.627062706
4,2.627337734
6,2.627612761
14,2.627887789
7,2.628162816
5,2.628437844
12,2.628712871
2,2.628987899
15,2.629262926
8,2.629537954
22,2.629812981
9,2.630088009
38,2.630363036
13,2.630638064
7,2.630913091
22,2.631188119
19,2.631463146
11,2.631738174
14,2.632013201
16,2.632288229
3,2.632563256
6,2.632838284
14,2.633113311
25,2.633388339
16,2.633663366
6,2.633938394
35,2.634213421
6,2.634488449
0,2.634763476
22,2.635038504
3,2.635313531
13,2.635588559
7,2.635863586
12,2.636138614
33,2.636413641
19,2.636688669
8,2.636963696
13,2.637238724
0,2.637513751
23,2.637788779
8,2.638063806
14,2.638338834
1,2.638613861
9,2.638888889
31,2.639163916
8,2.639438944
3,2.639713971
3,2.639988999
12,2.640264026
1,2.640539054
3,2.640814081
4,2.641089109
16,2.641364136
16,2.641639164
15,2.641914191
17,2.642189219
18,2.642464246
2,2.642739274
2,2.643014301
14,2.643289329
7,2.643564356
4,2.643839384
1,2.644114411
44,2.644389439
19,2.644664466
8,2.644939494
43,2.645214521
11,2.645489549
15,2.645764576
6,2.646039604
11,2.646314631
83,2.646589659
19,2.646864686
32,2.647139714
25,2.647414741
3,2.647689769
2,2.647964796
49,2.648239824
9,2.648514851
7,2.648789879
17,2.649064906
23,2.649339934
25,2.649614961
12,2.649889989
14,2.650165017
2,2.650440044
8,2.650715072
18,2.650990099
7,2.651265127
24,2.651540154
2,2.651815182
27,2.652090209
6,2.652365237
12,2.652640264
7,2.652915292
13,2.653190319
19,2.653465347
8,2.653740374
11,2.654015402
2,2.654290429
17,2.654565457
17,2.654840484
23,2.655115512
12,2.655390539
5,2.655665567
12,2.655940594
4,2.656215622
5,2.656490649
2,2.656765677
23,2.657040704
10,2.657315732
4,2.657590759
6,2.657865787
18,2.658140814
10,2.658415842
13,2.658690869
26,2.658965897
13,2.659240924
13,2.659515952
27,2.659790979
2,2.660066007
16,2.660341034
0,2.660616062
14,2.660891089
22,2.661166117
13,2.661441144
13,2.661716172
14,2.661991199
29,2.662266227
1,2.662541254
12,2.662816282
8,2.663091309
7,2.663366337
16,2.663641364
28,2.663916392
10,2.664191419
9,2.664466447
19,2.664741474
13,2.665016502
3,2.665291529
32,2.665566557
6,2.665841584
13,2.666116612
6,2.666391639
16,2.666666667
11,2.666941694
3,2.667216722
19,2.667491749
16,2.667766777
1,2.668041804
5,2.668316832
4,2.668591859
17,2.668866887
27,2.669141914
12,2.669416942
26,2.669691969
7,2.669966997
7,2.670242024
12,2.670517052
14,2.670792079
4,2.671067107
1,2.671342134
11,2.671617162
15,2.671892189
4,2.672167217
17,2.672442244
2,2.672717272
33,2.672992299
34,2.673267327
15,2.673542354
25,2.673817382
12,2.674092409
9,2.674367437
4,2.674642464
8,2.674917492
20,2.675192519
21,2.675467547
6,2.675742574
24,2.676017602
4,2.676292629
25,2.676567657
23,2.676842684
11,2.677117712
10,2.677392739
22,2.677667767
10,2.677942794
21,2.678217822
14,2.678492849
3,2.678767877
11,2.679042904
9,2.679317932
44,2.679592959
14,2.679867987
12,2.680143014
11,2.680418042
7,2.680693069
14,2.680968097
22,2.681243124
7,2.681518152
31,2.681793179
21,2.682068207
21,2.682343234
16,2.682618262
23,2.682893289
13,2.683168317
14,2.683443344
17,2.683718372
4,2.683993399
13,2.684268427
4,2.684543454
6,2.684818482
4,2.685093509
20,2.685368537
6,2.685643564
21,2.685918592
21,2.686193619
18,2.686468647
7,2.686743674
13,2.687018702
3,2.687293729
15,2.687568757
6,2.687843784
8,2.688118812
21,2.688393839
30,2.688668867
5,2.688943894
49,2.689218922
8,2.689493949
10,2.689768977
9,2.690044004
9,2.690319032
10,2.690594059
1,2.690869087
9,2.691144114
26,2.691419142
14,2.691694169
15,2.691969197
2,2.692244224
1,2.692519252
7,2.692794279
10,2.693069307
39,2.693344334
6,2.693619362
5,2.693894389
14,2.694169417
12,2.694444444
17,2.694719472
9,2.694994499
11,2.695269527
5,2.695544554
27,2.695819582
12,2.696094609
10,2.696369637
33,2.696644664
16,2.696919692
12,2.697194719
28,2.697469747
7,2.697744774
9,2.698019802
8,2.698294829
26,2.698569857
7,2.698844884
6,2.699119912
19,2.699394939
17,2.699669967
12,2.699944994
28,2.700220022
7,2.70049505
10,2.700770077
23,2.701045105
4,2.701320132
26,2.70159516
8,2.701870187
1,2.702145215
10,2.702420242
30,2.70269527
11,2.702970297
8,2.703245325
16,2.703520352
33,2.70379538
2,2.704070407
7,2.704345435
7,2.704620462
29,2.70489549
10,2.705170517
21,2.705445545
31,2.705720572
6,2.7059956
36,2.706270627
12,2.706545655
4,2.706820682
12,2.70709571
4,2.707370737
23,2.707645765
2,2.707920792
22,2.70819582
11,2.708470847
4,2.708745875
18,2.709020902
7,2.70929593
35,2.709570957
13,2.709845985
33,2.710121012
9,2.71039604
2,2.710671067
9,2.710946095
54,2.711221122
14,2.71149615
24,2.711771177
16,2.712046205
3,2.712321232
3,2.71259626
22,2.712871287
25,2.713146315
12,2.713421342
6,2.71369637
19,2.713971397
59,2.714246425
9,2.714521452
14,2.71479648
10,2.715071507
11,2.715346535
15,2.715621562
32,2.71589659
4,2.716171617
5,2.716446645
9,2.716721672
7,2.7169967
24,2.717271727
5,2.717546755
10,2.717821782
11,2.71809681
14,2.718371837
38,2.718646865
0,2.718921892
26,2.71919692
16,2.719471947
5,2.719746975
13,2.720022002
15,2.72029703
12,2.720572057
8,2.720847085
5,2.721122112
2,2.72139714
6,2.721672167
56,2.721947195
20,2.722222222
14,2.72249725
10,2.722772277
16,2.723047305
20,2.723322332
10,2.72359736
15,2.723872387
16,2.724147415
5,2.724422442
4,2.72469747
11,2.724972497
3,2.725247525
13,2.725522552
18,2.72579758
11,2.726072607
8,2.726347635
14,2.726622662
51,2.72689769
12,2.727172717
24,2.727447745
10,2.727722772
11,2.7279978
10,2.728272827
9,2.728547855
8,2.728822882
7,2.72909791
11,2.729372937
22,2.729647965
7,2.729922992
38,2.73019802
21,2.730473047
24,2.730748075
